xcoord	xcoord	ycoord	lab	tumor	tumor_id
D2_8.992_27.047	8.992	27.046999999999997	L280	non	non
D2_13.985_27.057	13.985	27.057	L281	tumor	T0
D2_21.965_27.991	21.965	27.991	L282	non	non
D2_10.957_28.025	10.957	28.025	L283	tumor	T0
D2_18.924_28.006	18.924	28.006	L284	tumor	T0
D2_20.916_28.006	20.916	28.006	L285	non	non
D2_17.948_28.023	17.948	28.023000000000003	L286	tumor	T0
D2_19.992_28.029	19.992	28.029	L287	tumor	T0
D2_15.916_28.044	15.915999999999999	28.044	L288	tumor	T0
D2_13.014_28.035	13.014000000000001	28.035	L289	tumor	T0
D2_23.045_28.052	23.045	28.052	L290	tumor	T0
D2_13.993_28.057	13.993	28.057	L291	tumor	T0
D2_16.918_28.043	16.918	28.043000000000003	L292	tumor	T0
D2_12.039_28.066	12.039000000000001	28.066	L293	non	non
D2_14.999_28.052	14.999	28.052	L294	tumor	T0
D2_20.934_28.986	20.934	28.986	L295	tumor	T0
D2_17.866_28.983	17.866	28.983	L296	tumor	T0
D2_21.946_28.999	21.945999999999998	28.999000000000002	L297	tumor	T0
D2_18.963_29.01	18.963	29.01	L298	tumor	T0
D2_23.07_29.041	23.07	29.041	L299	tumor	T0
D2_14.972_29.033	14.972000000000001	29.033	L300	tumor	T0
D2_20.009_29.035	20.009	29.035	L301	tumor	T0
D2_13.976_29.052	13.975999999999999	29.052	L302	tumor	T0
D2_15.944_29.06	15.944	29.06	L303	tumor	T0
D2_16.933_29.053	16.933	29.053	L304	tumor	T0
D2_20.936_29.985	20.936	29.985	L305	tumor	T0
D2_21.969_30.038	21.969	30.038	L306	non	non
D2_15.952_30.033	15.952	30.033	L307	non	non
D2_17.946_30.036	17.945999999999998	30.035999999999998	L308	tumor	T0
D2_18.959_30.056	18.959	30.055999999999997	L309	tumor	T0
D2_20.004_30.039	20.004	30.039	L310	tumor	T0
D2_16.925_30.053	16.925	30.053	L311	tumor	T0
D2_15_30.059	15.0	30.059	L312	non	non
D2_23.032_30.079	23.031999999999996	30.079	L313	non	non
D2_18.958_31.009	18.958	31.009	L314	non	non
D2_19.993_31.035	19.993	31.035	L315	non	non
D2_17.947_31.07	17.947	31.07	L316	non	non
