"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000151304",0.0638587149465016,-0.0528361276709728,2.05430669800711,-0.0257196881664405,0.97948092016489,0.999991084508475
"ENSG00000151327",0.538346788452037,0.0989403374988797,0.374254543035561,0.264366430121006,0.791497576471117,0.999991084508475
"ENSG00000151332",0.136685404866651,-0.32263527190468,0.871307952047003,-0.370288450996801,0.711167578002409,0.999991084508475
"ENSG00000151338",0.0904739125722138,-0.0828116852825802,1.23947080863579,-0.0668121303911353,0.946731266333275,0.999991084508475
"ENSG00000151348",2.12003375452747,-0.286099902024859,0.179352327349153,-1.59518366030398,0.110671171549826,0.999991084508475
"ENSG00000151353",0.530648600929996,-0.162075926661286,0.352799252863748,-0.459399857980652,0.645947050228645,0.999991084508475
"ENSG00000151366",1.82527128477236,-0.273554827618772,0.192719910182866,-1.41944248188578,0.155770054588348,0.999991084508475
"ENSG00000151376",0.163124073397708,-0.00679503909866568,0.801341126399958,-0.00847958363149604,0.993234352217267,0.999991084508475
"ENSG00000151388",0.383056126055468,-0.431985821497812,0.381024028885607,-1.13374955055001,0.256899618318009,0.999991084508475
"ENSG00000151413",0.196651219737214,0.148607321919815,0.711691073307125,0.208808747915382,0.834597542020053,0.999991084508475
"ENSG00000151414",0.161579254363112,-0.275924813730442,0.733709324432428,-0.376068293726385,0.706866124999135,0.999991084508475
"ENSG00000151422",0.174420997516706,0.25348636338672,0.932851644724004,0.271732772108386,0.785827500597196,0.999991084508475
"ENSG00000151445",0.0777411745609853,0.140950584784771,1.90173937005807,0.0741166676170075,0.940917552897177,0.999991084508475
"ENSG00000151458",0.161237403304418,-0.128848477741995,0.747348715792482,-0.172407438481198,0.863117224681163,0.999991084508475
"ENSG00000151461",0.418888238150469,0.426269123501617,0.372303428403635,1.14495084111736,0.252229521644779,0.999991084508475
"ENSG00000151465",2.3973649238421,-0.227080320859808,0.188366390998299,-1.20552461432389,0.228000841678956,0.999991084508475
